"text","categoria"
"heartbroken and speechless-we need to stem anger and hate against the innocent who have nothing to do with indv's loss and misery",0
"White men are the most dangerous human beings on the face of the earth",0
" this is fucked up guys. This was terrorism. How many times does something like this have to happen for us to change",0
"Just saw some vids of strangers using their cars helping vitims get to hospitals. YOU are what love is.",0
"And an extra big fuck you to he ex cbs VP... eat shit you loud mouth ass hole! No one deserve what happened in Vegas.",0
"Death toll now 58. Injured now 515. The fact that such weaponry can even be acquired in USA is just fucking mental.",0
" Why do people take out their anger on innocent people Giving my deepest condolences to those affected",0
"tbh emotions get confusing as fuck but one thing is for sure I am devestated for those beautiful people in Las Vegas",0
"They say now isn't the time to talk about how to end gun violence I respectfully ask when will it be the fucking time",0
"We need to be like texas where we all carry firearms last time I checked nobody fucked with them",0
"I mean if the average person has a right to own a fucking machine gun why do we need the military again",0
"I have no words for today holy fuck.",0
"Shit like this makes me stay conscious that the world is so fucked up!!!",0
"What the fuck goes through someone s head to think I know let s go out and shoot 59 people",0
" read it you dumb fucks in fact it mostly pictures so that might help",0
"Stop broadcasting the Shooter. How about we broadcast the fallen. Don't give that fuck stick any fame.",0
"This man is a terrorist. Stop talking about his life like he didn't shoot 500 fucking people.",0
" You can shut the fuck up trying to push gun control in Nevada.",0
"Scapegoating the mentally ill...predictable. This is a fucking easy access to guns problem!",0
"The fact that people are desperate for the to have been perpetrated by an ideology they hate proves humanity is fucked",0
"Why the fuck should u even need to be here) If gun laws were strict",0
"Now is NOT the time for gun discussion on ANY side. Today is for the victims who died and those harmed. Those who are effected by the tragedy. Those heroes who stood in danger to try to protect others. For our police fire and emergency. The doctors and nurses.",0
"Only response is now isn't the time to talk policy. When the fuck do we talk about 1 mass in U.S.",0
"Instead of praying perhaps you should put away your fucking guns.",0
"Everyone on social media is suddenly a fucking firearms expert.",0
"How fucked up is this America !",0
"What the fuck goes wrong with people /914945226225143808",0
"Wondering how many people need to be in 1 incident before govt wakes the fuck up and says ENOUGH!",0
"It is truly something that the 2 Democratic Senators from CT are the ones who've run outta fucks to give re: guns.",0
" What more do you fucking need How many more people need to die before gun control is implemented",0
"People are fucking awful",0
"The is more dangerous to people in the US than any foreign terrorist organization.",0
"How many shootings have to happen for us to realize that gun control is a fucking issue",0
"You blame a singer for something he had no clue about either. How about blaming the old fuck with the gun.",0
"If now isn't the time to talk about gun control then pick a time and talk about it then. But pick a fucking time. Enough",0
"Prayers and Instagram posts have been proven to do a grand total of fuck all please ban guns this world scares me",0
"Love that the swears are bleeped from the footage like it isn't the most profane fucking thing already",0
"Hey and have a little respect for the victims and drop the fucking musical background reading news",0
"My heart broke and a familiar anger welled up. One day when we say not one more we ll mean it",0
"Dear Players In light of events Sunday night Will you please stand the fuck up! Most Cops are true heros.",0
"FFS America. The right to bear arms did not mean owning your own fucking armoury. Why isn't one handgun for personal protection the limit of ownership",0
" why did u just cut off the end of that live broadcast from for a moneysupermarket advert that was fucking lame",0
"What is happening to this world.... Smh pray for vegas and fuck this bitch",0
"Are you praying for or are you praying that people won't recognize that we need a fucking regime change",0
"Know that if you take a fucking dime of money after this as a candidate you will never see my vote.",0
"Agree needs to stop passing laws that endanger America Ban assault rifles tougher",0
"Btw there are no words. Can't even bring myself to read about it. Some fucking twats about",0
"So fucking terrifying. This should not be a thing. This should not be normal. This should not be allowed. My thoughts are with and the victims of the",0
"What the fuck Monday Plus my company had another round of layoffs.",0
"If I'm ever killed in a tragedy like the you have my full permission to politicize the fuck out of my death.",0
"So tell us all your uncle joe. Name onr fkg law that would hv stopped just one you grandstandingfuck",0
"Terrorism has nothing to do with colour. Brown white black yellow or the rainbow. It's just fucked up.",0
"GOP Cry and Mourn 4 But Take NO Legislative Action Lest U alienate or anger your Radical NRA base Legalizing Silencers",0
"Seriously.. why is the world so fucked up My thoughts are with everyone affected by the",0
" This world is going down. Don't bother making it any better you'll just be putting yourself in even more danger.",0
"The fact that people are taking this as a chance to defend their right to bear arms is fucking sickening.",0
"We need fucking gun control the fact that I m hearing about this and don t feel so shock because I m used to it is a fucking problem do your job Congress",0
"I don't want to take your guns. I want you to not have access to FUCKING ASSAULT RIFLES. This is common fucking sense.",0
"Fuck prayers. Vegas doesn't need prayers it and the country need a ban on fucking automatic weapons.",0
"How is this fucker employed and not encased in canvas and chains 4898641462145024",0
" A coward man A coward act You are a pussy and will died as a pussy You fucking scum you killed unarmed Humans!!!",0
"No words for how fucked up today has been. First now :(",0
"my theory is the guy was trying to sleep and these country musicians were just being too fucking loud",0
"What a piece of fucking shit this woman. Let's put politics aside *proceeds to spew political verbal diarrhea*",0
"Would've thought the is a far more dangerous terrorist group than .",0
"I don't want to read the guns were obtained legally No person on earth needs 10 assault rifles. Change the fucking laws.",0
" reiterating the lone wolf rhetoric is dangerous not journalism this is is terrorism call it by its name",0
"Others have at before me but this is unfuckingbelievable",0
"Between and you might not be sure what to do so I'll make it easy for you: Buy the fucking concert tickets.",0
"I can't fucking believe this shit my heart is aching man.",0
"Trump is a weak hypocrite a danger to every American.",0
"End this dangerous politics of discrimination of color and religion People who got killed or injured r all humans",0
"In the age of social media the aftermath of tragedy is a dangerous time for misinformation. s-shooting-misinformation-hoaxes-conspiracies",0
"Citizens lining up for hours to donate blood after THAT is what this great Country is about strangers coming together",0
"Oh God that poor fucking barrel.",0
"Just woke up from my nap and was confronted with the news. Can't wait 2 go back to sleep and forget how fucked up the world is",0
"Regardless what paddock's colour that doesn't change the fact that he's fucking killed innocent people. He's a TERRORIST.",0
"Why is anyone asking if this is terrorism ! Yes it's fucking terrorism. Doesn't matter that it was a rich white dude",0
"Fuck guns and fuck you if you disagree with heavier restrictions. It should be IMPOSSIBLE to get a gun.",0
"this snap really broke my fucking heart i m left with no words.. my prayers to all those families affected.",0
"What the fuck is happening in Vegas",0
"Tom Petty in the hospital due to cardiac arrest and this whole FUCK YOU 2017. This year fucking sucks ass.",0
"Dangers of jumping to conclusions",0
" until the country has a conversation about mental health AND the proliferation of guns you can fuck all the prayers",0
"What the fuck is wrong with you",0
"Stunned by the tragedy in Las Vegas today. Psychopaths should lose the ability to make strangers pay for their demons.",0
"Time to think whether assault weapons are posing enough danger",0
" deepest sympathy and respect to all affected some people are mentally fucked up",0
"What the fuck is wrong with people !",0
"Free country Right to bear arms Most countries are FREE that doesn't mean they let you have fucking MACHINE guns.",0
"fuck the whitie that killed 58 people he aint shit other than fucking garbage",0
"Say it like you actually give a fuck. This was a terrorist attack. Homegrown terrorism. Call it what it is for fucks sake",0
"Please pardon me here but this Monday can fuck the hell off.",0
" Liberals blame guns yet again If guns are so dangerous than why do we let cops use them. Hint It's not the about guns",0
" .it is a mad society in a crazy political environment dangerous to the whole world",0
"I try to stay as unpolitical on this account on Twitch and on YouTube as much as humanly possible but when I see people turning the into a fucking political debate about race and shit I get pissed the fuck off.",0
"Fucking fuckity fuck I expect more deranged nutjobs just hoping it's not so quickly after .",0
"And fuck the politicians taking their dirty money. Follow for illuminating info.",0
"oh btw fuck you u useless piece of garbage used to spread your awful hateful agenda",0
"Like said they only cut the cameras on us when we fuckin shit up. Any other time footage is Missing",0
"Killing people for fucking reason is makes me sick",0
"Actually it would make more sense to accuse of the since he fucked up ...",0
"People cream their pants upon realising they can skew a tragedy to fit their fucked up narratives. Fuck me.",0
"The cherished American tradition of collectively wondering why the fuck we aren t solving a solveable problem.",0
"We've had Mayors and legislators attempt to regulate plastic bags and soft drinks but quiet as fuck after mass shootings.",0
"Mitch McConnell Mourn Cry crocodile tears But take NO Legislative Action Lest U alienate or anger your Radical NRA base",0
"I really do hate the world and how fucked up it is. | by twibble.io",0
"How the fuck do you get that many guns into a hotel room without someone asking questions 914141625778176",0
"Google needs to tackle this because it's seriously dangerous:Google Displayed Fake News in Wake of",0
"Why the fuck would any mentally stable civilian want to own a machine gun",0
"Thoughts and prayers are going out to the victims and families of the mass shooting in Las Vegas. This too shall pass. This is a prime example of how anger is one letter away from danger.",0
"I can't believe the news I woke up to today. What a fucked up work we live in.",0
"Once again innocent people die just so hicks can protect their TV. U Yanks r fucked in the head",0
"Today is a good day to again ask why te-guns-just-as-we-already-regulate-a-similarly-dangerous-hunk-of-steel/",0
"When will America realise that guns are a stupid idea and stop selling the fucking things",0
"Bitch what the fuck",0
"To everyone making last nights shooting a political thing you make me fucking sick and you should be ashamed of yourself",0
"Pass a law to stop letting stupid fucks like this man buy a gun !!",0
"Nothing more dangerous than a white male with a gun",0
"Where was the good guy w/ the gun in the Good guys w/ guns is a deadly fucking myth meant to assuage gun fetishists.",0
"Watching all the right wing Americans desperately trying to defend the 2nd amendment is fucking embarrassing",0
"yo fuck you if you use the victims to push your political agenda you professional pieces of shit",0
"I bet if this fucker was Muslim he would be called a terrorist",0
"The 24 hour news cycle is more dangerous to America than a gun.",0
"Let your heartbreak turn to motivation your anger turn to perserveerence and your tears turn to action",0
"Stop selling guns to the fucking public!its like kicking a dog and expecting no bite!",0
"I have so much respect for the individuals (and their families) who sacrificed themselves to save strangers.",0
"I mean as long as we're throwing out unfounded bullshit: It also has the hallmarks of a crazy old man who listens to a fat fuck who deals in paranoid conspiracy theories on an internet talk show. Was this guy one of his listeners 4898641462145024",0
"While the media praises the potus for being presidential re: he still told to fuck off and die.",0
"W/ automatic guns U don't have 2 get close 2 people 2 kill them. U don't have U put Urself in danger 2 kill people.",0
"Call it what it is dammit: Domestic terrorism",0
" this could have all been avoided if the Americans could just get over themselves and get rid of their fucking Guns",0
"Stop praying and man the fuck up and do something worthwhile. How about that",0
" I cant wait to see how you fuck this up!",0
"Sorry but was a terrorist attack and even the goddamn law of Nevada describes it as one. This is fucking bullshit",0
"If Muslims r dangerous terrorists and should be banned then white men should be auto-imprisoned from society",0
"Okay. The only way I don t talk about gun control is if it gets fucking solved right goddamned now!",0
"Have your one minute silence. Say you'll pray for Las Vegas. That'll absolve you from actually fucking doing anything",0
"This why I hate these fuckers in the Grifter house. Sweep everything under the rug. /914918795340259328",0
" what the fuck have we become",0
"OH god here comes the stupid making the about them. OMG fuck these people. Can the Mob please do something",0
"You fucking hypocrites 58 people were killed in and you call it as wasn't a brown Muslim!",0
"If you truly love your fellow brother and sister human then take the fucking time to TEACH someone of good and THEN pray",0
"Let me be as articulate and conciliatory as I feel right now in this statement on the -- fuck your gun rights.",0
"RIP 2 all of them innocent people who were just enjoying music and life. is fucked up.",0
"Many shooters in US are way dangerous and unpredictable prescription drugs.",0
"As humans when something like happens we want to make sense of it. But articles like this are dangerous.",0
"why is the world so unbelievably fucked. thinking of everyone involved in the las vegas shooting right now",0
"Prayers for all those affected. But Trump supporters he's a fucking idiot. You are fucking idiots.",0
"They don't fucking care about the horrible things that happen because they make money.",0
"Thoughts and Prayers just are not fucking enough anymore. is worst carnage since and no good will come of afternath.",0
"If you re still pro-gun in America after you are a fucking moron",0
"The fuck is this guy on",0
"If I get shot please don't waste a second sending thoughts and prayers but please start politicising the fuck out of it.",0
"Ohmygod the WH presser is giving personal tributes and fucking bible quotes. Las Vegas",0
"Don't lose humanity over 1 person madness. Think of he fuck up a day and many lives.",0
"Why the fuck should we give a shit about Russia and North Korea when we are trying to fully cope with this",0
"Sarah Huckabee Sanders says this is not the time time to talk about gun control. So when the fuck will be a better time",0
" Fuck you Motherfuckers every dead American lays at your feet",0
"bored at work. I'll just head over to some lighthearted humor to make the day fee- oh well fuck everything",0
"Don't waste your breath tears words arguments anger thoughts or prayers. The matter is settled. This is who we are.",0
"Sorry but all thes fucking morons complaining about why it s not called terrorism are fucking selfish.. people are dead",0
"Lord please protect all those people who are in danger.",0
"The answer lies in social media. It's in UR hand right now. U can bicker w/ a stranger today or ignore one.",0
"I can't even believe what I just read about the ... I'm just fucking floored. So many lives just fucking gone. I'm ... fuck",0
"Don't send prayers and love to vegas..its too late for that!! Ban guns you complete fucking morons!! When will you learn!!",0
"Even the shooters brother looks sketchy as fuck!!",0
"Father of Las Vegas gunman was on FBI's Most Wanted List. He was described as armed and dangerous.",0
"All this hate just breaks my heart. Prayers to all the friends families and loved ones who are victim this hate and anger",0
"Why the fuck is there a picture of a dead woman's butt and legs covered in blood in the article about the",0
"Americans are able to carry a Assault Rifle because of a 230 year old constitution which was intended for fucking Muskets",0
"My heart so broken .. what the fuck is wrong with people..",0
"We can add Stephen Paddock to the list he was seen at an anti-Trump rally. Democrats are a danger to civilized society.",0
"Where the fuck is the word terrorist today",0
"Absolutely fucking unbelievable. So in short as long as you buy a gun privately (also amazed by that) you can be as fucking mental as a box of twats and still own an ACTUAL gun. Superb America.",0
"The outpouring of help from strangers for the victims of the is a reminder of all that is good in our communities. 914907003205689344",0
"This interview with the cowardly murderer's brother is fucking bizzare and is it ironic the girlfriend is away",0
"When you can buy a fucking machine gun just like you are buying a candy there is a massive problem!",0
"Was writing story in fictional world and saw TV..about Truth is stranger than fiction. What's world coming to Shocking..",0
"Uhm this was back in 2016. Ain't shit changed except the number of overall gun sales. My countrymen are fucking stupid.",0
"how the fuck are you not gonna call what happened last night a terrorist act at least 58 dead he s a fucking terrorist",0
"Can we not wait even one fucking day before your bullshit political bias causes you to tweet something divisive Enough!",0
"The says members carry guns to protect others. Seems the only one with a gun in was killer. Where the fuck were you",0
"Why did you lose Ground is still wet with blood victims are still dying- and you do politics. You are a fucking cretin.",0
"This world needs more than prayers we need fucking gun reforms",0
"George Carlin said: some people are stupid some are full of shit and some are just fuckin' nuts....I am starting to have some increased respect for the first 2 denominations. Such a shame !! RIP and condolences to bereaved families !!!",0
"How the fuck are you going to claim that this isn't an act of terrorism ! What else would you fucking call it !",0
"Fuck u Drumpf and every single one of u useless GOP fuckwads Blood is on ur incompetent corrupt hands again",0
"Presumably Brits will still flock to the USA in millions even though it is by far the most dangerous country in the world",0
"Hey and any other news outlet wanna stop using the shooters fucking name Thanks.",0
" you fucked up this time. It's hard to believe that this redneck a soldier of .",0
"This white man shot some off duty cops and firemen PLEASE don't tell me black men are more dangerous ever again",0
"For those insisting it's too soon to talk about gun controls: Get fucked.",0
"Wow just got in from work and saw the news....Fuck this world fuck the dregs of the human race. Love for the rest xxxx",0
"It's fucking sick to see these dumbass celebrities using this event as an excuse to push their gun grabbing agenda.",0
"This old WHITE male isn't some innocent individual that deserves pity. He's fucked in the head.",0
" Please have compassion and don't talk until the poor victims are out of danger. Particularly you politicians!",0
"Getting news from random Twitter is dangerous. Don't support trolls mercenaries. Choose real journalism like",0
"Disturbing number of people accusing survivors of being crisis actors. The fuck is wrong with people",0
"It's time to make some people uncomfortable when comes to socially accept behavior that could possibly endanger the public 842812184743937",0
"the people who think it wasn't terrorism FFS even killing a single person is fucking terrorizing.",0
"I don t care about his religion or his skin color he s a fucking terrorist! Period.",0
"what the fuck is wrong with people",0
"Question to ask is what is provoking the rage anger and hatred that randomly explodes in these lone 'gunman' Any ideas",0
"one ONE SAD OWLD CUNT kills and injures over 450 people....only in America only in fucking America",0
"The profit from these horrific mass shootings. People buy more guns to feel safe. How fucked up is that!",0
"MSM shows us shots reigning down on the crowd in but beeps the bad langauge. Nothing deifnes how fucked up we truly are",0
"Not a Lone Wolf . Stop that fucking term. HE IS A TERRORIST!",0
"Get angry motherfuckers. This is terrorism. Your 2nd amendment right does not negate your right to life.",0
"y'all making this man rich as fuck with all of these woke revelations",0
"I'm pissed off I'm fed up and I'm ready for change.",0
"The crazy fucked up thing about the is you can just about be certain the majority of the crowd will still be pro gun.",0
"Saying a prayer for victims of is least you can do No really. The very fucking LEAST It's past time to discuss",0
"The really fucked up thing is that hack is going to use as a moment to push guns more....",0
"This world is fucked up tbh",0
"Omg... the is fucking horrifying. Sending all the love I can to everyone affected by this. Dear gods... this is terrifying",0
"Im not even an American but Im so angry right now he's so fucking coward!!",0
"I honestly don't know how some people have the courage to shoot a whole bunch of strangers",0
"Anyone want to shout the word Terrorist yet Cause I fucking will!",0
"your fucking sick if you make memes about the",0
" government is gonna get us all killed cause they can't face the fucking truth.",0
"One of these days we're going to have to realize that firearms extremists are just as dangerous as religious extremists.",0
"Our world is fucked up",0
"When there are more there is more gun violence. It's not fucking mysterious you nitwits.",0
"People get upset at something and then they decide to take their frustrations and anger out on other humans.",0
"What the fuck is happening to this country",0
"Stricken Gun Laws and we could rapidly decrease these acts of terror. I fucking hate waking up to these kinds of things.",0
"No fucking way one person killed 58 and injured 515 they bout to start lying smh",0
"Lone wolf my fucking ass. That Thing that did the is a goddamned homegrown white TERRORIST. Shut the fuck up.",0
"It is not too soon it's been six fucking years since their colleague nearly lost her life and pleaded them for action.",0
"Yo man what the fuck is going on in the world!!!! God help us all!",0
"Where does it end What has to happen before you realize something has to change Seriously go fuck yourselves.",0
"NEW RULE: Gun owners must carry liability insurance watch the industry regulate these fuckers into the ground.",0
"To anyone saying if someone had a gun they could have taken him out! you are so unbelievably delusional I can't even understand it...stop watching your action movies and get in touch with actual fucking reality.",0
"There is literally a similar group of people who have done this same thing. Why are we afraid to call white men terrorists Even with a gang of motherfuckers who feel the same way they do and a nation that still won't condemn them...they are lone wolves",0
" over 250 people is an act of terrorism and anyone who says otherwise is a fucking moron",0
"Words that will make me go through the fucking roof today: out of respect lone wolf Chicago",0
"I m asking is it to much not to politicize this tragedy Also where is she when gang bangers kill each other huh",0
"Unless these terrorist fuckfaces start shooting up golf courses nothing will be done about guns in this country.",0
"Gonna throw in a to make sure you prayer warriors are also supporting real fucking action",0
"Thoughts and prayers are great but they do absolute jack shit. All we do is repeat the same cycle every fucking year. People who have the power to legislate need to actually do something. These attacks will not change otherwise and will continue to happen.",0
"Last week was like fuck the police now its only the should be having guns",0
"I really do hate the world and how fucked up it is.",0
"Sad that hoes feel the need to kill... These worldwide shootings are fucking exhausting",0
"Let the right wing nut job games begin... Who the fuck is eway-pundit-blog-blames-geary-danley-las-vegas-shooting/",0
"Sick fucks really making jokes about the victims. And other sick fucks think it's funny andsavage",0
"The end of the world has come a lot closer in the recent years with every single person now in danger in our universe",0
"Shooting down on thousands of people from a hotel room. What a fucking coward. Stephen Paddock rot in hell.",0
"Thoughts and prayers go out to the Las Vegas victims... this world is a dangerous place",0
"wake up America this arsehole had 10 fucking guns including machine guns...what are you allowing !!!!",0
"Praying for victims or having them in your thoughts does fuck all sensible regulation of guns is whats actually needed",0
"my heart is shattered with grief by this heinous act of TERRORISM. call it what it is and let's fucking do something.",0
" Ordinary Woman saves the life of a stranger",0
"This guy should sue- if it hadn't all ended so fast he would have been placed in danger.",0
"i mean even a gun for protection but a fucking arsenal of guns including machine guns !!! wtaf pure fucking madness",0
"Has anyone considered that the could be just a dude REALLY pissed off about the loud music",0
"58 fucking dead in this is an awful time but my heart goes out to anyone affected",0
"Prayers and thoughts mean fuck all... Action is what fucking counts",0
"the people want only the to have guns but they are also the ones saying fuck the police",0
"How the fuck do you not call this terrorism !",0
"That mass murdering terrorist fuck Stephen Paddock is being described as a retired grandfather. Fuck that monster.",0
"What the fuck is wrong with this world. Can't go or do anything fun anymore without being shot or killed my heart hurts",0
"So what kind of trophy will Trump give the victims of the Las Vegas shooting What a fucking idiot.",0
"I can't get into the mind of a psychopath. That is dangerous to mentally ill ppl like me. It justifies harm against us.",0
"The world is fucked up :(",0
"God bless the USA and all our first responders that don't hesitate and put their lives in danger to protect us.",0
"Stop fucking praying and DO something.",0
"Fuck your prayers... give me sensible and congruent legislation surrounding firearms for fuck s sake.",0
"What the fuck is wrong with people",0
"Is it enough yet Does gun control still a dirty word you fucking assholes !",0
"We mourn victims and pray We're at the mercy of unhealthy obsession and must address danger it poses.",0
"I can't believe the violence of this fucking world i'm praying!",0
"Whatever could we do about mass shootings they're called assault fucking rifles for a reason",0
"Know what really angers me the fact that many news outlets have NOT included a photo of the evil man who carried out",0
" can we get a gun control resolution now or is this still a fucking joke to you",0
"Keep on believing that danger comes from the outside but a wall won't protect you from the issues that hide inside.",0
" Seriously can they not find ONE picture of this dead asshole without his fucking eyes closed",0
"America needs to find sense and ban fucking guns absolutely horrifying",0
" As death toll rises to 58 we have to accept this as another tragedy but Which is more dangerous NRA or Muslims",0
" if you want to help stop arguing with strangers about your political views. Go donate blood do something that will help.",0
"This is a fucked up world we live in where anything can happen at any time.",0
"Seems like white guys with guns are more dangerous than sanctuary cities.",0
"Here's a thought: Can we just stop fucking killing people for no reason.",0
"Who the fuck was this dummy. That's cool you want to be a Target and all but the people around might not.",0
"Maybe not but you can control their access to dangerous weapons you pusillanimous fuck.",0
"Sit down Hil. Your dangerous devotion to is one of the reasons you're not POTUS right now.",0
"Just catching up on the news. I ve said it before and I ll say it again. What a fucking horrible world we live in",0
"A world full of a hate and anger one of these days we will hopefully...",0
"Can t even go enjoy some fucking music without the thought you may get shot up by a terrorist!",0
"How fucked up have we gotten when we assume every horrific crime has something to do with Islam",0
"What fucks up a person s mind so much that they go shoot and kill innocent people like that!!!",0
"vote for fucking gun control",0
"David kindly feel free to go fuck yourself.",0
"Have we already forgot what happened Thursday then today: What is next fuck",0
"Enough is enough! We have a fucking gun problem and the sooner we accept that the sooner we can help prevent them!",0
"NFL kneel in protest during the flag we saw brave heroes stand and run towards danger. This is why we stand during flag.",0
"THIS is who is. Not some benevolent guy praying for a country that has come together as one. A dangerous demagogue. /914876438645493762",0
"Absolutely terrible to hear about the . Let this be another fucking example why the US needs stronger gun regulations smfh",0
"How great is to support him in defending himself against all those dangerous and threatening concert-goers",0
"If NV was a foreign country there would probably be a travel advisory warning people about the dangers of traveling there.",0
"Terrorism isn't a skin colour. Terrorism isn't a religious thing. Terrorism is just fucked up humanity",0
"Once again always and forever fuck the and fuck . The US should be ashamed of itself.",0
"The is another example of how we should not let the sun go down on our anger. You don t know your time of departure...",0
"Anyone living or visiting NV should know how lawless and dangerous this state in regards to gun ownership.",0
"HOW is the big question on so many levels. How can it be so easy to purchase guns in USA fuck the",0
"I don't know how the world became so fucked up",0
"For the people of Las Vegas I pray for you this is fucked up",0
"Fuck you and fuck your stupid guns.",0
"I just want to say thankyou to all of the people who run towards the danger as their jobs or just citizens wanting to help",0
"The world has come to the point where you can't leave the safety of your home. Vacations and leisure are too dangerous",0
"Based on the shooter's age look at tax returns and health history to see if that was the catalyst for his anger.",0
"Are we ready to acknowledge radical Islam as dangerously evil yet",0
"Yo America wake the fuck up. It's not the wild west anymore. There is no legal reason to carry a weapon.",0
"Craziest thing about the is the shooter was fucking 64!! Like wtf r u doing",0
"That they need to fix the fact that all these people can kill you willy fucking nilly if they want to -",0
"The police and fire men and women ran into danger and not away from it . We must pray for them.",0
"The whole Las Vegas thing has me fucked up",0
"stop focusing on what the news said and what they are calling it and appreciate fucking life idiots",0
"A single older shooter is usually motivated by extreme anger and mental illness.",0
"I hate watching the news because of all the fucked up shit that happens especially to innocent people",0
"Just read that happened in Las Vegas. We are living in a crazy dangerous world. prayers and thoughts to the victims and their families",0
"I wonder how fucked up in the head you gotta be to pull something like this",0
" fuck you and fuck your bible lesson. Actually DO SOMETHING to help prevent this from happening again.",0
"fuck the media. stop trying to justify this mans action because of his race and his age. HE IS A TERRORIST.",0
"what the fuck is happen with the human being",0
"That fucker didn't even care about the kids there. Piss on his corpse!",0
" In a world where everyone is kneeling I saw 100s of people standing up and running towards the danger Russell Bleck.",0
"I'm sick and tired to read my thoughts and prayers are with their families etc Shut the fuck up",0
"i m at a loss for words heartbroken and fucking tired of this behavior being labeled as anything else BUT terrorism.",0
"ENOUGH PRAYING MORE CHANGE. It s fucking time to talk about gun control.",0
