"text","categoria"
" It's fucking horrible when someone so selfish kills innocent people that just wanted to see their favorite singers..",0
"i hate this fucking world",0
"Completely and utterly disgusted by the events in Manchester... What sick fucker targets young children at a gig?",0
"Ariana grande should go back to Manchester and perform again to show those fucked up people they aren't winning.",0
"when i thought the world couldn't be more fucked up... i'm getting more and more devastated everyday.",0
"It's getting to be too many places to fucking pray for",0
"Fuckin horrible people who have probably failed in life.  disgusting  it really is.",0
"Honestly don't understand  this messed up world we live in with absolutely messed up people. It's disgusting. Revolting",0
"Fucking disgusting what this world is coming too! Angers me...so much more could be done but wont!",0
"Completely and utterly disgusted by the events in Manchester... What sick fucker targets young children at a gig?",0
"Fuck extremists.  Off to  with a few detours on the way   Day you live in fear they win",0
"I hope that the terrorist involved in yesterday's attack on our country rots in hell. Downright cowardly.",0
"What a horrible world we live in can't even go to a concert to enjoy yourself without worry about terrorist!!",0
"I can't even think about how Ari feels rn im so done bout all that shit I can't stop crying I hate this world.",0
" prayer of sad for young people for safe her is life of",1
"I'm so sad about the shit of humanity that we should call Animals Why are people hurting others?",1
"People who can complain/worry about their flights being threatened at the expense of Manchester is actually pathetic.",1
"Holy shit another tragedy",1
"Still can't get those poor poor people out of my head such a cruel world",1
"The harsh reality that exists in this world is the unjust man slaughter",1
"Haven't stopped thinking about Manchester all day  such a cruel world we live in",1
"Terrorism has no religion",1
"Absolutely disgusting. What reason do these sick fucks have to do this?My thoughts go to anyone affected.",1
" this is awful. my thoughts and prayers for the families that lost someone and everyone else. And",1
"It's awful when ever anything like this happens in the world but it really makes you think when it's so close to home",1
"People keep saying how the world is so terrible. ..it's not the world  it's the terrible people in it.",1
"Why are people sayin all muslims are to blame are they forgetting Hitler was a Christian Are Christians at fault for ww2",1
"It honestly knocks me sick what happened last night truly heartbreaking to see how cruel some people can be",1
" why are people making jokes and making it all about them  the vile act was bad enough and you are just as disgusting",1
"Still don't understand how anyone would want to hurt so many innocent people. Hope everyone's found safe and well",1
"What a horrible world we live in",1
"Sometimes I wonder what world we are living in  we only see war  conflicts  attacks .. God  look for us",1
"It's a beautiful life but an ugly world",1
"The only words I have regarding Manchester is that to kill kids in such a way is horrible.",1
"the thing is  you don't detonate a bomb where happiness occurs.",1
"What's wrong with the world  mama?",1
"my thoughts go out to all those who lost a loved one in this disgusting event RIP to all those who lost their lives",1
"Everything that's happening is literally what would be in my nightmares  but it's real  this is what the world is like",1
"i honestly hope i dont have kids anytime soon because i don't want to raise them in a world like this",1
"Coming across jokes such as this on my feed  how low can people get.  xx",1
"thoughts are with everyone involved in last nights attack  it's a crazy world we live in",1
"There are too many innocent lives being taken away for stupid and selfish acts. My heart goes out to the victims",1
"what happened last night was disgusting i will never understand how people can be that sick and careless",1
"I can't believe this .. they were fans Making their dreams in an innocent way is that bad? I see Humans no humanity",1
"This world is a fucking disgusting place we call home and family...",1
"There's no more humanity in this world",1
"We live on such a beautiful planet but such an ugly world.",1
" has left me speechless  why is there so much hate in the world. I fail to understand",1
"I am absolutely devastated with what's happened over night  I can't imagine how everyone involved is feeling RIP angels",1
" so devastated to hear of the events in Manchester Arena last night. I hope one day this world can be at peace.",1
"It's so horrible what happened last night  I wish all the best to families of dead and missing people",1
"Whoever was behind this is just so heartless.",1
" Really this world its just getting badder badder and badder.",1
"i'm absolutely sickened by what happened  such young souls taken for no fault  some people in this world are truly sick.",1
"Such a senseless attack at a peaceful time",1
"It's disgusting to see how much hate drives people to kill thousand that will never see a better tomorrow",1
"It makes me sick to see how people can be!! To take the lives of so many innocent children and teens !!",1
"this world is so cruel",1
"The world is terrible",1
"what a sick world we live in.. every place we go doesn't seem to be safe anymore. my heart goes out the families.",1
"I cannot fathom what has happened but i know this  we will not let those who inflict terror win  we will stand together",1
"This world is so cruel  what happened was so terrifying",1
"Once again  nobody should die on the dance floor",1
"Difficult to fathom how horrific some people really are :-(",1
"It is hard to fathom such senseless evil & the pain & grief that has followed. Let us be people of prayer right now.",1
"no one deserved what happened.Hope families are ok  and thank you for people of Manchester opening your doors to strangers",1
"Very bad situation with an incredible artist that does not deserve what happens either in the world  love you",1
"It's still sad to think that the one world we may possibly ever have  is such an evil one",1
"It was a monster  not a Muslim",1
"who in their right mind thinks killing innocent children is changing the world.",1
"Sad that this is the world that we live in ...sending love and prayers to people of Manchester and",1
"So so so heartbreaking and senseless  concerts are supposed to be fun spaces where people feel safe and united.",1
"why does the world have to be so cruel  I am praying for everyone that was involved  we love you",1
"honestly so disgusting how someone can just do something like that.",1
"    The world is truly a cruel place and people don't deserve to die",1
"This isn't the world where we want our future generations to be living in.",1
"My thoughts are with the people of Manchester  so awful",1
"I feel so sorry about what has happened in Manchester. My prayers are with everyone.",1
"I have such a weird feeling in my body. The World is terrifying!",1
"Beaten but not broken devastated but not afraid I hope my fellow mancunians are safe from the future",1
"It's come to the point where news like this has become common",1
"Another incomprehensible  abominable act of evil",1
"Terrorism Is More Terrible Against Young Adolescents ...",1
"I see humans  but not humanity...",1
" I'm still upset about what happened last night. I'm still praying for you all in Manchester. x",1
"She is a very humble person and worst of all  she feels guilty.",1
"Yet to understand how can someone gain pleasure seeing someone else in pain!    fb.me/8hQOmQ5uo",1
"why does this have to happen",1
"I really don't get why people find satisfaction in hurting innocent ones.",1
"Don't understand how you can target innocent little girls..... Enough is enough of this garbage.",1
" to target such a young group of people is disrespectful and disgusting. Ari I'm sorry no one deserved that.",1
"Absolutely disgusting heartbreaking attack  RIP to those who were killed in this cowardly act! Praying for those injured",1
"We live in a sick world full of disgusting individuals last nights attack was one of many awful events when will it stop",1
"Knowing about what happened at Ariana Grande's concert really disgusts me on how cruel people could be",1
"Thinking of the people of Manchester involved in these disgusting horror of events. You won't be forgotten",1
"this is so disgusting its taking all the attention away from  and putting it on a popstar who wasnt even hurt/lost people",1
"I can't get over the horror of last night. It's disgusting how someone could intentionally target thousands of children",1
"This is a disgusting world to live in. Why would anyone do this? My heart goes out to anyone affected by this tragedy.",1
"the fact anybody could do that to innocent children is disgusting. praying for manchester",1
"Newspapers printing that vile things face next to the victims on the front page is disgusting. No one cares who he is.",1
"How can someone be so sick I'm disgusted with this world. Nobody can go to a concert w/o thinking of getting bombed??",1
"World is really disgusting... They were just children.... And a lot of people are destroyed now...",1
"It disgusts me that people are actually blaming Ariana for this horrible tragedy",1
"How disgustingly evil do you have to be to target children?",1
"I think i will turn off the tv!i can't see this anymore i feel so disgusted about this world",1
"It's disgusting all these attacks on this country!",1
"  this is disgusting why the hell would someone wanna do that everybody that you will be missed",1
"Absolutely disgusting how people can go around a kill innocent people we live in a cruel cruel world",1
" trending less than two weeks after  is actually disgusting. What kind of a word do we live in?",1
"disgusting how low some ppl go",1
"So disgusted about some people in this world",1
"a week ago thoughts going out to all those affected  such a horrific and disgusting event",1
"No words for the absolutely disgusting incident  concert  my prayers go out to all who were affected.",1
"this is so disgusting!! it's isn't  's fault for what happened at her concert!!",1
"I'm honestly disgusted on what's happening in Manchester. All my thoughts and prayers are with you",1
"This is getting out of hand and ridiculous  Some people disgust me I stg",1
"its not a disgusting thing to do what is disgusting is what happened to these people and we will be remembering them",1
"this world is becoming ridiculous  we shouldn't be living our lives scared of terrorists",1
"Honestly  all I have to say right now is PRAY FOR ENGLAND we live in a sick sad world",1
"What sick bastard attacks vulnerable children. Sending all my prayers and love to all those affected by this tragedy.",1
"What an awful world we live in",1
"it truly makes me sick! what has this world come to 22 dead and 59 injured at the Ariana grande concert last night",1
"What happened yesterday is terrifying... I'm truly heartbroken and I'm not even Arianator...",1
"humans don't evolve anymore  they're getting disgusting. people really do ruin beautiful things.",1
"concerts r a place where every1 should be happy.They shouldn't have to worry about whether or not they'll be coming home",1
"We live in such a awful world  let's hope everyone that is missing gets found and those who are injured get better soon",1
"Thinking of all those affected by the tragic events last night. What a disturbing world we do live in.",1
"Hope everyone is safe and well after the disgraceful events which occurred in Manchester last night - Becky",1
"it's sickening you can't even enjoy a concert anymore without fearing for your life",1
"WORLD PEACE is trending  my heart is just... I want to be positive.   Why do we keep hurting each other???",1
"﻿So sad what happened in Manchester! But so scary knowing that more people like that sicko exist",2
"It's so scary to not feel safe in this World",2
"This world scares me more and more everyday  my heart goes out to all affected",2
"This is terrible but nowhere is safe at the moment..",2
"This is getting scarier to the point where it ceases to be reality anymore",2
"Goodnight Twitter  hoping that everyone is safe",2
"I hope that all the missing families return home safely and that no one ele gets injured",2
"My nerves and emotions have been on overdrive all day. Why is such a beautiful planet such a dangerous world?",2
"Threat level at its highest never know what's going to happen next it's a fucked up world not safe anywhere",2
"Can't even imagine going to a concert for the best night of my life but then never coming home",2
"Please stay safe at your concerts Troye I don't want this to happen to you stay safe",2
"This is so terrifying for even me to watch  imagine the all the other ones there. my heart is broken. what a cruel world.",2
"Threat level raised to critical  what a scary world we live in",2
"Please God protect us from evil....",2
"Ari its not your fault.. We are all terrified of what happened last night  but please stay strong.",2
"what happened makes me scared to go to a concert now prayers to  & everyone involved",2
"Hearing they raising the terror threat to 'Critical' is hard to wrap my head around...stay safe everyone...",2
"like it's so scary and i hope you all will find your loved ones who are still missing!",2
"Somewhere I feel safe and like my whole world makes sense to somewhere I'm afraid to be. Horrifying.",2
" my prayers and love goes out to the people who died  got hurt in the incident. please be safe. people are sick these days",2
"Yes  so scary to think it's literally down the road from me",2
"This whole situation is so harmful    Stay strong and keep don't be afraid",2
"My little girls just burst into tears   she's scared it may happen to her  scum of the earth",2
"it's scary as fuck to think that what happened last night is half an hour away from where i live. i am so sorry. love .",2
"The scariest thing is  how can we fight a war against people who aren't afraid of dying",2
"The world is at a scary place right  my thoughts and prayers are with the families who are injured and lost a loved one",2
"Please take care of you and the ones who are with you.",2
"So scared of what happened in Manchester  I'm very sorry for all those people.",2
"what a sick world we live in. Scary",2
"praying for everyone's safety and a safe flight back home",2
"Still praying everyone gets home safe",2
"It's so frightening to know that we live in a world  where going to a concert can be a threat to people's lives...",2
"I've never been so heart broken. This world is pure evil. I send my love to everybody right now. Please stay safe x",2
"i'm praying for everyone's safety      :((",2
"We are living to worry everyday not knowing what could happen.Prayers are with all innocent people that lost their lives",2
"Dear God  help us and guide us all",2
"Such a sad and scary world we live it. Devastating what happened in Manchester last night.",2
"Concerts are supposed to be our safety places...",2
"Things are getting so out of hand nowadays. Stay safe people!",2
"Even scarier when it's closer to home  my thoughts go to those injured and who didn't make it out last night",2
"Lord please   keep safe of my family in mindanao   narinig q Red alert ang CDO",2
"My wish is that one day we can all go into our safe spaces without having to worry about potential threats. R.I.P Angels",2
"Times like this make me realise how much the safety of my family n friends mean to me . Only thing I need ..  RIP X",2
"Yesterday i felt panic. Today i feel like it never happened. Just totally lost dont even know what to feel anymore    n/status/867101818924539906 â€¦",2
"As muslim person I feel scared after yesterday Manchester Attack  I cried  seeing innocent people die",2
"I couldn't even imagine going from having an amazing night to fearing for your life in the matter of a second    /status/866843720687079428 â€¦",2
"I'm so scared.Much more prayers! Now this is the only solution what we can do.I'm begging for peace",2
"I'm actually so scared what ISIS is planning. They're making utter chaos.",2
"I really feel scared today. After knowing about the bombing in Manchester and the war in Marawi.",2
"What kind of world is it going to be for the next generation ? We are all living in fear what an awful horrific attack",2
"Legit soooo scared to be walking by myself .. my nerves are shot.. I keep looking at everyone who walks by me...",2
"I'm scared to live my life to the fullest.",2
"Not gonna lie  a bit scared to go now  absolutely devasted  no words",2
"i'm scared...my cousins are in the philippines  so what if they get attacked too?",2
"We cant go anywhere without worrying about what will happen",2
"please be safe everyone. im extremely scared and sad  i have no words.",2
"My heart still hurts for Manchester right now. So much fear and confusion  so much innocence lost. Still in my prayers",2
"This makes me so scared to go to the concert omg :(",2
"I wanted to go on  tour but now I am so so scared and terrified by what happened.",2
"Even tho nothing like this happened in my country (I really hope it stays that way) I am genuinely scared about my life",2
"I'm just so scared to simply go outside at this point",2
"No one should feel scared in their own country... threat level to critical is one hell of a scary thing!!",2
"I slept with fear  I woke up with fear. People ya'll need to stop this terrorism.",2
"I'll see Little Mix on Thursday & I have to admit  I'm hella scared even tho I should try to stay positive  somehow.",2
"I'm scared to leave my house now  says a lot about our disgusting world",2
"So scared. Third terror attack here in England",2
" I am truly sorry for the victims of this attack. I live in England  I am scared to be outside now. It could be anyone.",2
"Never felt more sick with fear now to attend this concert tonight. But this is exactly what they want!!",2
"I'm shocked TBH I thought all the  and Union jacks on European landmarks would have scared thus twats off.",2
"Just got back from vacation and i can't stop worrying about what happened 2 my baby and all the victims",2
"Should I go to  's benefit concert  I'm actually v scared",2
"At this time last week right now  a bomb exploded. Everyone was scared and I was traumatised and I was crying.",2
"Thought for today Worry is a cycle of inefficient thoughts whirling around a centre of fear. - Corrie Ten Boom",2
"This breaks my heart and i want to go see  at his concert in Melbourne im so scared something will happen",2
"concerts are about having fun  people shouldn't have to go to a concert and be scared",2
"I'm still shook about everything people are scaring me cuz we live close to where it happened",2
" my country being attacked by suicide bomb too haz. It make me scared",2
"What the hell is happening to the world today!? I feel so scared now...",2
"Am I stupid to be a little scared in public places now?",2
"I'm so freakin' scared to go to a concert or even go out after what happened",2
"When you know you're supposed to be really brave for your children but you're completely terrified",2
"Stay safe guys. Just heard that there was an evacuation because of a suspicious package at a train station.",2
"the world shouldn't be a scary place.",2
"Love for all people affected by the terrible event in Manchester. Events of joy are now dangerous. Please stay safe.",2
"so scary can't stop crying for the families of those lost and injured",2
"﻿Guess which one was the only worldwide news?",3
"HE is coming very very soon..",3
"LET GOD TAKE THE WHEEL",3
"we love Ariana so much",3
"If I could make a better way  so you could see a better day Baby I would  Arianators  I would",3
"Jesus  we trust in you",3
"We are ARMY and we are",3
"We always stay with    fans and all Manchester. We love you all <3",3
"This world needs more love and peace..",3
"Please RT to help find my friend Molly. She attended the Ariana Grande concert last night.",3
"We are here for you",3
"So one last time  I need to be the one who takes you home. One more time  I promise after that  I'll let you go.",3
"Pray for the world",3
"Ariana you are a beautiful girl and stronger than you think",3
"Stay strong baby girl  we love you",3
"They'll be okey",3
"Prayer is our strongest weapon",3
"What the World Needs Now is Love Sweet Love",3
"Suspect for the Ariana Grande concert Bombing in Manchester",3
"We are with you Ari",3
"This is the perfect time for the people in the world to unite as one.",3
"All I have is love. Love for all  all for love",3
"That man didn't see a load of dedicated fans  he saw a stadium if venerable people..",3
"I love u ari and Manchester so much",3
"never forget that we're here for you",3
"People really need to get their priorities straight",3
"Spread peace and positivity everywhere u go",3
"One Last Time...I Need to be The One Who takes you home",3
"I only know one solution",3
"Lived & worked in Manchester 4 yrs they have great strength  community and humour. United with them",3
"Class act by the  playing England national anthem",3
"but at least I have the memory",3
"This song has a whole new meaning",3
"you're amazing I wish you all my love and my love I love you  you are fantastic",3
"this is a time for all of us to come together",3
"Explosion in Manchester ISIS takes over Marawi Happened in ONE day",3
"arianators we can unite  ariana loves you and we love you",3
"Is there any accounts out there that needs another admin. Just let me know.",3
"share the word of God and love",3
"Do it for Manchester lads",3
"Today Manchester has no color",3
"I'm sure you'll hear from them both really soon after this tweet  but nothing beats their arms around you",3
"Times like this make me proud to me a Mancunion",3
"This just seems like the right song to be listening to tonight!",3
"Some amazing songs to listen to in order for us to get through this.",3
"One World One Life One Peace",3
"everyone spread positivity and love throughout the world the world needs it",3
"Kindness is free",3
"Coz a hashtag is gonna make a HUGE difference",3
"one person can make such a difference. It depends on what kind of a difference you choose to make.",3
"Everything that I needed to say..",3
"we need to bring them all home.",3
"So one last time I need to be The one who takes you home One more time",3
"and  These phrases speak everything",3
"You can take the girl out of Manchester but you can't take Manchester out of the girl",3
"We all with u  you ARE THE BEST",3
"we're here for you guys we can stand together",3
"Some people are just not human",3
"If someone need people to talk my dm are open",3
"sums up what a concert should be",3
"people need to learn respect for our country and the people in this world",3
"from all 4 of my dwt posts I never thought I would have to make the second one",3
"all are thinking the same cuz should be an amazing time for us BUT ...  All the love",3
"I'll fix you with my love",3
"Imagine being this insensitive",3
"This is for all of my mutuals",3
"we are here to support you through everything",3
"Just landed back in the greatest city in the world",3
"This song is going to have such a stronger meaning now.",3
"Guys from Manchester. Odessa and all Ukraine wishes you peace and strength.",3
"Literally one last time for many people.",3
"Huge respect for the emergence services for their quick response and anyone else involved that has offered their help",3
"And in times like this  we have Him",3
"Our world is not in balance we must bring peace back to Gaia.",3
"﻿I don't wanna cry anymore! It's not right innocent people die in this atrocious way.",4
"No words can explain the heartbreak we have to go through as a nation... always here if people need to talk",4
"I'm so so sorry for your loss. This is absolutely heartbreaking and no one should be going through this.",4
"My sincere condolences to Family and Friends of the the victims in Manchester",4
"So sad what happened in Manchester! But so scary knowing that more people like that sicko exist",4
"so sad what happen heart goes out to Ariana and all the people effected by this",4
"I'm crying  the world can not be so bad...",4
" OMG  my heart is broken  I'm so sorry about what happened in Manchester last night",4
"Deeply saddened. Manchester  we continue praying for you tonight xx   fb.me/60A27iO7R",4
"I'm so devastated about the Manchester attack. It was my home for 3 years and will always have a special place in my",4
"Saddest thing about this Manchester terror attack is seeing all of the young faces of the victims",4
"today is absolutely heartbreaking",4
"Honestly broken  this world has come to an end. It shouldn't be this way..  many people died. My heart sank when I saw it.",4
"I know it's a sad time for us all. So many lives lost",4
"So heartbroken over the terror attack that occurred in",4
"Condolences go out to the injured and the families who lost loved ones.",4
"My heart is broken for all them family's who went to a innocent concert and didn't return home",4
"My heart is breaking right now. Evil world we live in. Innocent lives gone.",4
"It's so sad to hear what happened in Manchester yesterday my prayers go to them .Its sad what the world has come to",4
"To the best day of your life to the worst  I can't explain how bad I feel for Ari and all those Innocent people",4
"A sad day for the world. RIP for the beautiful people and a speedy recovery for the rest",4
"I pray to the friends and family of the people who sadly had there last moments of life at the concert .",4
"This is sooo heartbreaking I feel so sorry for the fans and especially Ariana grande",4
"it's so heartbreaking knowing people died at a place where they should be the happiest",4
" this is the saddest thing that's ever happened",4
"I cried a lot today and I bet the whole world did.. My prayers go out to everyone who's affected by what happened!",4
"I tried my level best to get distracted from the sad news today. But it's night and I can't get over it!",4
"I feel so sad and angry that such evil can exist in this world. It is absolutely heartbreaking.",4
"sitting in my room listening to ariana and crying my eyes out for those who lost their lives.",4
"RIP Sir Roger Moore and all victims at Manchester concert. Praying all those who lost their loved ones",4
"There is a time of change that will never fail to make us sad",4
"So sad what is happening in this world",4
"I'm in tears rn",4
"     I am upset  I am broken  I am sorry  I am praying",4
"Good night angels   It's such a sad few days...I feel so done with these kind of people who only hurt us",4
" Is extremely sad how innocent kids are now victims of terrorists",4
"Very sad to hear the news from Manchester. My mind with the families and friends of the victims.",4
"I'm so sad about what happened in Manchester. I hope all the families  arianators and Ariana could stay strong",4
"Really heartbroken to hear this today. All my prayers are with you.",4
"i'm honestly so sad today. everyone please try stay safe  we can all band together & love all",4
"Seriously  just trying to stay above the sadness today.",4
"Holding my daughter tight  while she sobbed her heart out",4
"So sad to find out the there has been another terrorist attack in Manchester all my love and soul to Manchester",4
"   the videos are so heart breaking the screams the running it's all heart breaking",4
"Omgoodness  I am so sad for Manchester and the lose of such young people. My heart is with the families.",4
"I'm really so so so sad  My heart is broken",4
"Poor poor victims and families. Heartbreaking",4
"This is very SAD",4
"this is so sad to watch  my heart is shattered",4
"i can't describe how heart broken i am to hear about this     tatus/866849021519966208 â€¦",4
"my heart hurts for these people..",4
"Going to try & do my best at work today even though it will be tough because my heart is still in pieces from yesterday",4
"So sad all of this happened  why are people so sick these days  my prayers go out to all the families who have suffered",4
"Absolutely heartbroken for anyone involved with the attacks in Manchester  Marawi  Bangkok and Syria.",4
"For every posts I see  my heart breaks even more.",4
" i'm honestly so sad about this . i'm so sorry to those who lost their lives and their family's",4
"Hearts breaking for everyone in Manchester right now",4
"My heart aches for all those involved in the Manchester attack.",4
"I'm still crying",4
" <3 Im crying honestly sobbing i feel horrible for what happend to all the poor teens and children",4
"I'm still crying over what has happened in Manchester I'm truly heartbroken Don't let this ruin the magic of music !",4
"My prayers  for those affected in Manchester. My heart is broken",4
"Never thought I could cry so many tears",4
" still so sad to hear about this:( what has the world come to? My heart goes out to all those affected",4
"I'm completely heart broken",4
" my heart breaks for the innocent ppl that were taken away too fast by a horrible senseless act. you will be missed xoxo",4
"Sad for this bad news ... I don't know why there are such cruel people",4
"This is so heartbreaking rest in peace all those who died last night and may everyone injured become better soon    tatus/866849021519966208 â€¦",4
"Deeply saddened by the loss of 22 beautiful lives  we should not live like this. They did not deserve to die",4
"I'm so sad can't even begin to imagine how it must feel to lose your baby",4
"I'm actually crying at 4AM because of the recent happenings",4
" my heart breaks for all the family's",4
"My heart breaks for all those families. You never know when you're gonna lose a loved one. Spread love  always.",4
"I didn't tweet anything about the attack because I don't have words to describe how sad I am. This isn't human.",4
"I'm in tears everytime I watch the news",4
" can someone hug me? I feel so bad  I can't handle it",4
"This world goes every day from bad to worse My condolences for all the victims  very sad for Ari",4
"My heart just really breaks for the people of Manchester. My god wraps his arms around you during this time.",4
"This is just absolutely heartbreaking I just have no words the sadness everyone is feeling    867096412462383105 â€¦",4
"Crying and heartbroken about what happened in Manchester  sending all my love and prayers.",4
" my prayers go towards the family & everyone that got affected by this I'm so sorry :(",4
"Praying for  I know I'm late but is sad what happened at your concert",4
"i'm in tears. still can't stop thinking about it. prayers and thoughts with every single family affected by this",4
"So heartbroken.. people were supposed to be there to be happy not for their lives to end..",4
"What a sad day for all of us",4
"RIP Roger Moore ... today is a day of all round tragedy",4
"  I am heartbroken for all the needless loss",4
"no words to comprehend the sadness i feel. such young  ambitious people with a life ahead of them taken within seconds  :(",4
"The tribute paid by  has just brought a tear to my eye such beautiful words.",4
"I just watched some videos of the Ariana Grande concert bombing and my heart is breaking. So sad what happened",4
"I feel so sad for yesterday night! lets",4
"Heartbroken and praying for the victims.",4
"Heartbreaking So many innocent lives taken all too soon...",4
"So sad what's happening nowadays  sickening how one person can kill hundreds.",4
"I'm so sorry for your loss Sophie:( Rest in peace Georgina",4
"Sad that our education system will value irrelevant poems like 'Tissue' over a poem of such immense meaning like this    tus/867101105465028608 â€¦",4
"Our hearts break for the lives lost. Music is the universal language of spirit  not hatred. We stand with you Manchester.",4
"I'm honestly heartbroken. I feel like no where and nothing is safe anymore. What is wrong with people?",4
"Praying for those who got harmed in Manchester  and I am sorry to the families who lost someone in this",4
"It's a very sad thing they use islamic on their name but what they're doing was the complete opposite of islam",4
"Words can't describe how sad i felt when i heard about what happened",4
"It's sad to know this is the world we live. Sending my love and prayers .",4
" such a sad thing that happened. praying for everyone involved",4
" So sad about the deaths of innocent children and adults.",4
"Feel so sad for all the families that lost their loved ones in the terror act last night. Russia's with you  Arinators",4
"So sad to see how ugly this world is",4
"Deeply saddened by the tragedy of  . My thoughts are with the victims and their families",4
"As a human what has happened truly saddens me",4
"I feel sad about what happened",4
"these are people i see everyday. it saddens me so much. i have lost all respect for them.",4
"   saddest thing I've ever heard",4
"I'm so sad about everything that has happened since yesterday. I can't even be in  now.",4
"I'm deeply saddened by this and it terrifies me. What is this world coming to?",4
"I'm just so sad about what happened. It's all I can think about and it kept me up all night",4
" so sorry and sad for the poor victims of this fuck of an incident",4
"That terrorist attack was so sad  all them poor innocent.. praying for everyone affected & stay strong",4
"My heart with the families . So sad to hear about this terrible thing.",4
"Pray for all the victims who died and wounded I am too sad for the people",4
" My prayer people I feel sad because I just want peace for people",4
"I'm so saddened by the attacks in the UK. It's heartbreaking to see man-made disasters. Life > Any Conflict",4
"It's so sad that things like this happen...  Love you Ariana Grande",4
"  so sad that all these people died yet soo close to home  my love respect goes to-everyone",4
" I'm sad for what happen at Ariana Grande concert I feel so bad for the people that got injured and died.",4
"It deeply saddens me when I think about what's going on in country as unique and beautiful as England.",4
